icd_full,hadm_freq
10-K860,524
9-7464,524
9-1122,524
9-V4283,523
9-E8147,523
9-2181,523
9-9694,523
9-8600,522
9-55090,522
9-V8536,522
10-F0391,522
10-I314,521
10-F79,521
9-8670,521
9-V446,521
10-W19XXXD,520
9-4270,520
9-V8537,519
9-4299,518
10-C50911,518
9-2811,518
10-O26893,518
9-70725,518
10-R591,517
10-K8000,517
9-4552,517
10-Z79891,516
9-0539,516
10-T43595A,516
9-6256,515
10-M5136,515
10-I422,514
9-E9305,514
9-2384,514
9-E8881,514
9-6820,513
10-F1590,513
10-N131,513
9-1972,512
9-V4976,511
9-V8532,511
9-4592,510
10-R809,510
9-7078,510
10-T50995A,510
9-33183,509
10-L03311,509
10-M62838,508
10-Z3A36,507
9-7842,507
10-R011,506
10-Y92099,505
9-5579,504
10-S0081XA,504
10-R419,504
10-O321XX0,503
10-I25810,503
10-M4712,503
10-K31819,502
10-K581,502
9-78760,501
9-9972,501
9-V6406,501
10-E118,500
9-V8533,500
10-E1051,499
9-5733,499
9-V8539,499
10-K863,498
10-E1110,498
9-2572,498
9-E8700,498
9-59972,498
10-X58XXXD,498
9-E956,498
9-V642,497
10-O621,497
10-R7611,495
10-E1042,494
10-I82432,494
9-42613,493
10-C773,492
9-5932,492
9-03811,490
10-I2584,488
10-K8050,487
9-5550,487
9-51882,487
9-2713,487
10-E1021,487
10-Z6844,487
10-M21372,486
10-C770,486
9-44022,486
10-C3431,485
10-R262,485
10-H905,485
9-3379,485
10-B3781,484
10-C50919,484
10-M4316,484
10-E109,484
10-I2782,483
9-V552,482
9-1820,482
9-78951,480
9-8026,480
10-C801,480
9-3510,480
10-O09523,480
10-Z8571,479
9-56969,478
10-O4202,478
9-7866,477
9-2858,477
9-99649,476
9-E0008,475
9-7948,475
10-K4090,475
10-G43109,474
9-5750,474
10-K6289,474
9-4568,474
9-6146,473
10-N39498,473
10-K31811,473
9-65841,473
10-G510,473
9-E8888,471
10-Z432,471
9-27803,470
10-T8119XA,470
9-45381,469
9-7892,469
9-3540,469
10-I63411,469
9-99667,469
10-Z9483,468
9-27549,468
10-T8141XA,467
10-Z96659,467
10-N939,467
9-E8785,467
9-5695,467
10-C642,466
10-Z96649,466
9-7962,466
9-9092,465
9-5178,465
10-K580,464
10-E790,463
10-D89811,463
9-43883,462
9-V5883,462
10-B373,462
10-R490,462
10-T451X5S,462
9-53290,461
9-78722,461
10-M868X7,461
9-99883,461
10-Z8679,461
9-V168,460
9-V8534,460
10-C782,460
9-79551,460
9-85201,459
10-K5660,459
10-G809,459
10-O3413,459
10-I43,458
9-5934,456
10-Z811,456
9-1748,456
10-D65,455
10-R252,455
9-55320,454
9-V8538,454
9-30002,453
10-T8132XA,453
10-Z8507,453
9-25201,453
9-5779,452
10-Z8501,452
9-7801,452
9-36846,452
9-7854,451
9-64911,451
10-E210,450
9-70709,450
9-317,450
10-S0003XA,449
9-29284,449
10-K311,448
10-I421,448
10-A09,448
9-E8849,447
9-30563,447
10-J9690,445
9-53140,444
10-B951,443
10-I69392,443
10-C799,442
10-R945,442
10-J869,442
10-I82621,441
9-V5862,441
9-64403,441
9-65611,440
10-G40209,440
9-3071,439
9-73028,439
10-J111,438
9-E9394,438
10-K559,437
10-Y92039,437
10-J939,436
9-1121,436
10-Z8611,435
9-8028,435
10-G9529,435
9-E9359,434
9-35800,434
9-73342,434
10-C641,433
9-29411,433
9-3439,433
9-57142,432
9-7384,432
9-27900,432
9-V5331,432
9-E8810,432
9-E9293,432
9-V1351,431
9-86121,431
10-K9423,430
9-E9426,430
10-C9201,429
10-B3789,429
9-E9288,429
9-72889,429
9-30551,429
9-V5812,428
9-4242,428
9-65411,428
10-C569,428
10-M4854XA,427
10-I743,427
9-56881,427
9-V4576,426
10-M5126,426
9-5307,426
9-V1642,425
9-V4561,424
10-N920,424
9-7873,424
9-V1003,423
9-E9429,423
10-I2721,422
9-E9323,422
9-E9500,422
10-K210,421
10-R680,421
10-K828,421
9-41041,421
10-M8458XA,420
10-E663,419
10-G3183,419
9-64761,418
10-E038,418
10-T8143XA,418
10-K047,418
9-E9300,418
10-I953,417
9-99702,417
10-E83119,416
10-I609,416
9-7863,416
10-Z62810,416
10-G919,416
10-H547,416
9-99666,415
10-I771,415
10-S0219XA,415
9-9160,415
10-T464X5A,414
9-V148,413
10-S0083XA,413
10-K551,413
10-M47816,413
9-99813,413
9-99739,413
10-G500,412
9-V6285,412
9-5571,412
9-E9379,412
10-A6000,412
10-Z880,412
10-G253,411
9-42769,411
10-F1111,411
10-I2119,410
9-1551,410
10-Q613,409
9-3090,409
9-99685,409
9-8208,408
9-E8160,408
10-E273,408
9-78902,408
10-I6203,408
9-4553,408
9-72992,407
10-C778,407
9-11284,407
9-99762,407
9-9951,406
10-T383X6A,406
9-7220,406
10-D352,406
10-I69322,405
9-36900,405
10-G7000,405
10-I119,405
9-20501,405
10-W1809XA,405
10-Y828,404
10-I8511,404
10-Y92480,404
9-80502,404
10-M21371,403
9-E8784,403
9-73017,403
9-2441,402
9-E9600,402
10-M179,401
9-30561,401
9-566,401
9-65801,401
9-25083,401
10-M47892,400
9-45382,400
9-V8531,399
9-30593,399
9-30502,398
10-Y839,398
9-66311,398
10-I701,398
10-I724,397
9-4010,397
10-I483,397
9-78550,397
9-E8261,397
9-80702,397
10-Y835,397
9-53240,396
9-34580,396
10-C779,396
10-I82431,396
10-F1990,395
10-G40109,395
10-D751,395
10-T8089XA,395
9-52801,395
10-O9832,394
9-E0009,394
9-81342,394
9-78651,394
9-5793,394
9-V061,394
10-C775,394
10-K30,394
9-78729,394
9-2452,394
9-4465,393
10-D860,393
9-E9310,393
9-1541,393
9-7101,393
10-M86172,393
9-3453,392
9-1960,392
9-2111,391
10-R278,391
9-05410,391
9-E8799,391
10-E2749,391
10-G40802,391
10-C785,390
9-25012,390
10-M4856XA,390
10-N1832,390
9-71947,389
10-F1411,389
9-V860,389
10-L02211,388
9-1889,387
9-72885,387
10-N736,386
9-28959,386
9-4160,386
10-K631,386
10-K659,385
9-7336,385
10-T50905A,385
10-I2723,385
10-I6389,385
9-5720,385
9-7098,384
9-8080,384
10-M4807,384
9-7808,384
10-L298,382
9-2409,382
9-2769,382
10-I864,382
10-F840,382
9-65221,382
9-75312,381
9-36570,381
10-T783XXA,381
10-L89153,381
10-L271,380
9-V142,380
9-04189,380
10-T8649,380
9-68100,379
10-D251,379
10-Z90722,379
9-8248,378
10-Z9911,378
10-F1121,377
9-2182,377
9-9654,377
10-R29700,377
9-49300,376
10-K8012,376
10-K743,376
10-M86171,376
10-T465X5A,375
10-C3432,374
9-3363,374
9-4538,374
10-Z807,373
10-F4323,373
9-20190,373
10-K8010,372
10-B379,372
9-490,372
9-65651,372
10-F312,372
9-45620,372
9-99769,372
9-4233,372
9-4162,372
10-F323,371
9-2910,371
9-82300,371
9-51883,370
9-40491,370
10-K8051,370
10-R066,370
9-56983,369
9-5552,369
10-T360X5A,369
10-E10621,369
10-I361,368
9-6259,368
10-I728,368
10-C784,368
9-9070,368
9-E9393,367
9-37230,367
9-V1584,366
9-34680,366
9-V444,366
9-3017,366
9-9986,366
9-1123,366
9-262,366
9-V090,365
10-I77810,365
9-55221,365
9-E9504,365
10-K2090,365
10-J9692,364
9-4821,364
9-0785,364
10-C189,364
9-99932,364
10-N3941,364
10-O365930,364
9-73382,363
10-W01198A,363
9-7852,363
9-45340,362
10-G061,361
10-K6389,361
10-R140,361
10-A0471,361
9-99889,360
9-5716,360
10-R3915,359
10-Z1611,359
10-O9912,358
10-R1319,358
9-56949,358
10-L089,358
9-4379,357
9-V1089,356
9-4423,356
10-D45,356
10-I69391,356
10-I517,354
10-M19012,354
10-R1012,353
10-Z8041,353
9-V8530,353
10-R0689,352
10-I2694,351
10-E611,351
10-N1339,351
10-C7982,351
10-D702,350
10-F3181,350
9-5362,350
10-M79671,350
10-M79662,349
10-Z9013,349
9-25092,349
10-K56600,349
10-Z961,349
9-41011,349
10-Z934,348
10-K1231,348
9-4408,348
10-Z89411,348
10-I7101,348
10-I619,347
10-J15211,347
10-B029,346
10-K220,346
9-3490,346
10-T8579XA,346
9-2810,346
10-S72142A,345
9-53783,345
9-48242,344
10-M79661,344
9-0090,344
9-6959,344
9-30540,344
10-K869,344
9-9072,343
10-M19011,343
10-S72141A,341
9-4293,341
10-C8330,340
10-J9819,340
10-M3214,340
10-O7182,339
10-Z96611,339
10-K2210,339
9-42989,339
9-72293,339
10-J188,338
9-64681,338
10-O691XX0,338
10-Z856,338
10-Z8781,338
10-M940,338
9-5109,338
9-71106,338
10-R8281,337
9-1179,336
10-J101,336
10-E11622,336
10-I462,335
9-E9420,335
9-E9358,335
9-7224,335
10-G932,335
10-A4102,334
9-78630,333
10-W000XXA,333
9-30553,333
9-48241,333
9-V5332,333
9-6238,332
9-44031,331
10-R260,331
9-80703,329
9-V1002,329
10-S2243XA,329
10-O24420,329
9-3241,329
10-I259,328
10-L732,328
9-3019,328
10-M4626,328
10-B9681,327
9-64843,327
10-R402212,327
10-J9589,327
10-R1030,326
10-Y95,326
10-B9789,326
10-Z96612,326
10-N393,325
9-V4281,324
10-Y92000,323
9-V272,323
10-M791,323
10-T462X5A,323
10-W11XXXA,323
10-G8250,322
10-B372,322
9-E887,321
9-73710,321
9-05319,321
10-R102,321
10-Z9012,321
10-Z89412,321
10-Y92038,321
10-E441,321
10-Z5900,321
9-99688,321
10-D8689,321
10-I491,320
10-I352,320
9-47819,320
10-T45525A,320
9-E8496,320
10-K5521,319
9-07071,319
9-8056,319
9-43311,319
10-D252,319
10-K1230,319
9-V066,318
9-59651,318
10-E883,318
9-99669,317
10-Z91410,317
9-30750,317
10-T8149XA,316
10-H109,316
10-Z302,316
9-E9179,315
10-S32019A,315
9-E8842,315
10-M79672,314
10-G44209,314
9-53510,314
10-E291,314
10-T4275XA,313
9-5289,313
9-4471,313
9-E0299,313
10-Z8521,312
9-78831,312
9-78064,312
9-1561,311
10-I2109,311
9-V1021,311
10-N3000,311
9-7234,310
10-C169,310
9-27503,309
10-D136,309
10-M5117,308
9-87343,308
9-71696,308
10-M79602,308
9-78839,307
10-B3749,307
9-3099,307
10-R330,307
10-Z9011,307
10-M5489,306
10-S2232XA,306
10-I868,306
10-H5702,306
9-99831,306
10-M8448XA,305
10-N028,305
10-K7210,305
9-40311,305
10-J151,305
10-I82622,304
10-S300XXA,304
10-R6510,304
9-27952,303
10-I468,303
10-N809,303
10-K430,303
10-I6201,303
9-5370,303
10-K8520,303
9-6179,303
9-9331,302
9-64201,302
9-78821,301
10-Z538,301
9-52100,300
10-J8489,300
10-Y92199,300
9-65101,300
10-Z9689,300
9-20400,300
10-M7910,299
9-41511,299
9-72610,299
10-G911,298
10-D508,298
9-7910,298
9-V4971,298
10-D510,298
10-F609,298
10-O9089,298
10-R54,298
9-8910,297
9-4558,297
9-57511,297
10-W07XXXA,297
9-34600,297
9-03812,297
9-20050,296
10-I484,296
9-2270,296
10-N178,296
10-I82442,296
10-K226,296
9-52800,296
9-9130,295
10-T8611,295
10-K912,295
10-M160,295
10-C7972,294
9-11289,294
9-1975,294
9-2774,294
10-O9081,294
9-65441,294
10-I2729,293
10-K5792,293
9-1974,293
10-Z95811,293
10-I82611,293
9-5758,293
10-S2231XA,293
10-X58XXXS,292
10-Y908,292
9-51852,292
9-V8525,292
10-C561,292
10-J156,292
10-Z9115,291
10-E739,291
10-G43809,291
10-Z560,291
10-Q282,291
10-I708,290
9-V551,290
10-I723,290
10-F40240,290
10-F4322,290
10-R29702,290
9-85220,290
10-Z95818,290
9-V4361,290
9-3501,290
10-F509,289
10-Y939,289
10-M25569,289
9-E9317,289
9-1104,289
10-C9202,288
10-O24424,288
9-30420,288
9-1984,288
9-81000,288
10-F10231,288
9-1578,288
10-D122,287
10-D61811,287
10-J9612,287
9-43813,286
9-59689,286
9-20288,286
9-6953,286
9-30781,286
10-T8189XA,286
9-3576,285
10-L98499,285
10-R502,285
9-4387,285
9-5739,285
9-3332,284
10-R29701,284
10-L304,284
9-V1072,284
10-F1310,284
10-Z8547,284
10-E8881,284
10-B0229,284
10-I8500,284
10-Z881,283
9-51289,283
9-53782,283
9-66481,283
10-J383,283
9-64241,283
10-Z87898,283
10-L7622,282
10-Z806,282
10-Z903,282
10-I82C11,282
10-C7A8,282
9-42983,281
10-L7634,281
10-M6281,280
10-D7589,280
10-C160,280
10-M47896,279
9-29532,279
10-E279,279
9-56989,279
10-L719,279
9-E9689,278
9-E9309,278
10-T458X5A,278
9-E912,278
10-T41295A,278
10-T501X6A,277
10-O99354,277
10-T461X5A,277
9-71906,276
9-V0259,276
9-82101,276
9-53020,276
9-V451,276
9-82525,275
10-G834,275
10-C73,275
9-2273,275
9-0479,275
10-Z90411,275
9-79099,275
9-37430,274
9-V1641,274
10-I82612,274
9-34291,274
9-82009,274
9-E8493,274
9-30421,274
10-D7582,273
9-E9390,273
9-5997,273
10-Z85028,272
10-K315,272
9-8244,272
9-7818,272
9-3315,271
9-72271,271
10-M5417,271
10-Z09,271
10-C562,270
9-34400,270
10-Z77090,270
10-T39395A,270
10-O4103X0,269
10-Y92012,269
10-Z3A35,269
9-45821,269
9-72403,269
9-73319,269
10-M0600,269
9-65963,268
9-64801,268
10-K658,268
10-R9439,268
9-27802,267
10-C187,267
10-E230,267
10-Z227,267
9-V9103,267
10-J942,267
10-I70261,267
9-V151,267
10-T17990A,267
9-99661,267
9-V167,267
10-T8144XA,267
9-V5419,266
9-7080,266
9-V4973,266
10-L03032,266
9-74781,266
9-6110,266
10-E079,266
10-D89813,266
9-5551,266
9-V1004,266
9-5960,266
10-E804,265
9-41091,265
10-K2950,265
9-501,265
10-M459,265
10-L539,265
10-O368130,265
10-E11628,265
9-34292,265
9-1539,264
9-7530,264
9-7200,264
10-R402112,264
9-5300,264
10-Z431,263
10-S80212A,263
10-M1710,263
9-99678,263
9-1911,263
10-Z751,262
9-E8150,262
9-28984,262
10-M316,262
9-2535,262
10-Y042XXA,262
9-7944,261
9-9992,261
10-H53462,261
9-25072,261
10-K859,261
10-M25519,260
10-H5462,260
9-99679,260
9-20510,260
10-F10139,260
10-F0151,260
10-I70262,260
10-Z171,259
10-F09,259
10-K208,259
10-K0889,259
10-C711,259
10-K228,259
10-Z1629,258
9-7955,258
10-Z89612,258
9-1510,258
10-T8641,258
9-08881,258
10-Z89611,258
9-6988,257
10-N280,257
9-40291,257
10-S80211A,257
10-L89159,257
10-R1084,257
10-T85628A,256
9-7868,256
10-J3801,256
10-L97829,256
9-70710,256
10-Z960,256
10-B001,256
9-5651,255
9-79579,255
9-4464,255
10-D849,255
10-G912,255
9-56729,255
10-M4722,255
10-K5650,254
10-R351,254
10-L988,253
9-5959,253
9-475,253
10-D6869,253
10-S32029A,253
10-N1831,253
10-G621,252
10-R402363,252
10-K122,252
10-I82890,252
9-40301,252
10-Z516,252
10-I426,252
10-I4430,252
9-29634,252
10-J40,252
9-6208,251
9-29572,251
10-W228XXA,251
9-28489,251
10-R208,251
9-30928,251
10-J9383,251
9-7963,251
10-V4352XA,250
10-G939,250
9-43882,250
10-C182,250
10-G6289,250
9-6111,250
10-M4726,250
10-A4152,249
10-D703,249
10-G252,249
10-E1069,249
10-T82857A,249
10-N800,249
9-2839,249
9-7048,248
10-H5461,248
10-M349,248
9-E9413,248
9-E9270,248
10-I76,248
10-T383X5A,248
10-R944,247
10-I610,247
10-R601,247
10-B259,247
9-88100,246
10-C9002,246
10-C7949,246
9-V1047,246
10-N201,246
10-M25571,246
10-L03211,246
9-E0010,246
9-1173,246
9-49122,246
10-H4010X0,245
9-220,245
10-M62830,245
10-L97819,245
10-D550,245
9-2830,245
9-4549,244
10-L03031,244
10-N990,244
10-E1136,244
9-4251,244
10-Z8049,244
10-I213,244
10-C9100,244
10-K913,243
10-I82441,243
9-V065,243
9-78606,243
10-D839,243
10-Z3A34,243
9-V553,242
9-E8121,242
10-O4593,242
9-3009,242
10-C7971,242
10-O6014X0,242
10-J9610,241
10-H8109,241
10-A408,240
9-80704,240
10-K633,240
9-78001,240
9-29644,240
10-H53461,239
10-R4189,239
9-V643,239
10-I638,238
10-G40901,238
10-S32592A,238
10-O1414,238
10-I6789,237
9-34541,237
10-E232,237
9-2631,237
9-36816,237
10-R0981,237
9-4555,236
10-F23,236
10-I776,236
10-K2971,236
9-28246,236
9-38612,236
10-F1099,236
10-E271,235
9-V602,235
9-8246,235
10-T370X5A,235
9-E8843,235
10-I77819,235
9-V4611,235
10-E512,235
10-Z602,234
9-69589,234
9-8072,234
9-V071,234
10-F1420,233
9-2900,233
10-N139,233
9-V618,233
9-4476,233
10-R710,233
10-C159,233
10-R58,233
9-78863,233
10-L570,233
10-E049,233
10-L02415,232
10-N318,232
10-M009,232
9-71531,232
10-N938,232
10-R443,232
10-C19,232
9-V169,232
10-Z30430,232
10-S72002A,231
9-E9688,231
9-28249,231
9-6825,231
10-C7B8,231
10-M25572,231
9-64823,231
10-R7309,231
10-S301XXA,231
9-V8523,231
9-64251,231
10-I748,230
10-B258,230
9-44101,230
10-E099,230
10-T82524A,230
10-M351,230
10-M899,229
10-R29703,229
10-R402143,229
9-5225,229
10-I2693,229
9-60886,229
10-T82856A,228
10-I082,228
9-E9378,228
9-2864,228
9-V2651,227
10-H04129,227
9-20200,227
10-Z87310,227
9-6170,226
9-30470,226
10-J15212,226
9-29624,226
9-59381,226
10-O3421,225
9-E8494,225
10-C7911,225
10-O328XX0,225
9-78065,225
10-E1139,225
10-D123,225
10-K8301,225
10-T8142XA,224
10-Z2239,224
9-45385,224
10-Y658,224
10-R0682,224
10-F430,224
10-A411,224
9-E9208,224
9-29980,224
10-O9852,224
9-73309,224
9-7876,224
10-V892XXA,224
10-W050XXA,224
9-4259,223
10-G8321,223
10-Z6845,223
10-S27321A,223
9-65821,223
9-V166,223
9-4870,223
10-O6989X0,222
9-1101,222
10-D680,222
9-56982,222
9-V8524,222
9-V1085,222
10-E1100,221
10-M25462,221
10-F445,221
10-R238,221
10-Z7722,221
10-R0609,221
9-1968,221
10-J982,221
9-96501,221
10-J95821,220
9-53551,220
9-5691,220
9-5400,220
9-138,220
9-9349,220
10-Q2733,219
10-C9210,219
10-N838,219
9-48283,219
9-64822,219
10-G9589,219
10-Z85810,219
10-R9720,219
10-Y849,218
9-59969,218
10-R402242,218
10-K319,218
9-42518,218
9-30591,218
10-S01511A,218
10-M5410,218
10-M4804,218
9-61610,217
9-V560,217
10-N5089,217
9-E966,217
10-Z1619,216
10-N210,216
10-O114,216
10-M726,216
9-4422,216
10-S82142A,216
9-99709,216
10-T375X5A,216
10-J432,216
9-2469,215
9-40300,215
9-9999,215
9-5933,215
9-44489,215
9-38600,215
9-5401,215
10-F1911,215
9-56889,215
10-I519,214
9-72982,214
9-65911,214
10-F322,214
9-56985,214
9-58089,214
9-1888,214
10-C649,214
9-6271,214
10-N739,214
10-D120,214
9-5130,214
10-R7982,213
10-R0989,213
9-66101,213
10-S32591A,213
9-9953,213
9-8470,213
9-81201,213
9-2777,212
9-3129,212
9-81209,212
10-S01112A,212
10-K5710,212
10-J95812,212
9-2781,211
9-49120,211
9-71943,211
9-4786,211
9-1966,211
9-70704,211
9-2330,211
9-45989,211
10-G992,211
10-C781,211
9-64892,211
10-M19041,211
10-R059,211
10-L02416,211
10-M25461,211
9-5679,210
10-E8889,210
9-30570,210
10-Q600,210
10-K759,210
9-87363,210
10-L259,210
10-J3489,210
9-2448,209
9-22804,209
9-33811,209
9-9693,209
10-N83201,209
10-N62,208
10-R29704,208
10-S272XXA,208
9-38910,208
9-73008,208
10-T17890A,208
10-K8031,208
10-N321,208
9-80709,208
10-H04123,208
10-L03011,208
10-T8182XA,208
10-K9186,207
10-I70245,207
10-C712,207
10-T8111XA,207
9-30471,207
9-65661,207
10-E278,207
9-5373,207
9-53642,207
10-B353,207
10-I70202,206
10-K435,206
10-Z85818,206
9-3159,206
9-5730,206
10-I824Z2,206
10-I70235,206
9-75310,206
9-E8794,206
10-T85590A,205
10-I5084,205
10-N135,205
10-M19042,205
10-C7970,205
9-5168,205
10-T424X2A,205
9-28989,205
10-L89151,205
10-S72001A,205
9-30011,205
10-M79606,205
9-80101,205
9-3549,204
10-J36,204
9-42682,204
10-T81718A,204
10-L97929,204
10-S2220XA,204
9-78096,203
10-I499,203
10-K2960,203
9-4258,203
10-Z372,203
9-5650,203
9-79093,203
10-C251,203
9-30029,203
10-F819,202
9-V1044,202
10-F064,202
10-M2550,202
10-K8080,202
9-3968,202
10-D6862,202
10-G9782,202
10-J42,202
9-64121,202
9-71591,201
9-5566,201
9-99851,201
9-19882,201
10-Z9889,201
9-V0991,201
10-G960,201
10-M86671,201
10-G909,201
9-7265,201
10-I97191,201
10-M879,201
10-F5001,201
9-80507,201
10-R946,201
10-S020XXA,200
10-K9171,200
10-Y731,200
10-I9751,200
10-I253,200
10-R5382,200
9-29574,200
9-78607,200
10-I7774,200
10-Z430,200
9-04184,200
9-45351,200
10-T796XXA,199
9-2559,199
10-Z85841,199
9-92400,199
10-Z86000,199
10-Z433,199
9-2967,199
10-T82838A,199
10-I427,198
9-78442,198
10-Z809,198
9-1533,198
10-M868X8,198
10-S32039A,198
10-K8580,198
9-0419,198
9-6253,198
10-K623,198
9-96909,197
9-2740,197
9-29421,197
10-N320,197
9-V554,197
9-8250,196
10-F4312,196
9-E8532,196
10-M8088XA,196
9-7099,196
10-K420,195
9-71949,195
10-J310,195
9-5521,195
10-S22089A,195
10-S01111A,195
10-L219,195
9-E9299,195
10-G610,195
9-5880,195
10-Y738,195
10-M86672,195
10-J45990,195
10-R6884,195
9-42090,195
10-B958,195
9-37272,195
9-6821,195
9-75612,194
9-1125,194
9-V141,194
9-53089,194
10-Z89431,194
9-7310,194
10-O30043,194
10-F845,194
9-04110,194
9-5950,194
9-2822,193
10-T8484XA,193
9-V4588,193
10-K8070,193
10-N83202,193
10-K5000,193
9-30410,193
10-I70221,193
10-I8390,193
9-5272,193
9-9351,193
10-M25559,193
10-L989,192
9-79439,192
9-53530,192
9-9221,192
9-E9398,192
10-S0231XA,192
9-1981,192
9-29562,192
9-92410,192
9-4238,191
10-K5669,191
9-27400,191
10-Y92538,191
9-59960,191
9-3668,191
9-5602,191
9-2532,191
10-V475XXA,191
10-C3491,191
10-Z3A33,191
9-E882,191
10-Z9481,191
9-5110,191
10-Z1501,191
10-L0231,190
9-64931,190
10-D75839,190
9-39890,190
10-Z91041,190
10-D72810,190
9-4255,190
10-I25710,190
9-3575,190
9-E9298,190
10-J986,190
9-25003,190
10-C792,190
10-C8590,190
10-D3502,190
9-30403,190
10-T8351XA,189
10-R12,189
9-9054,189
10-S3210XA,189
9-72705,189
10-O99343,189
9-1971,189
10-Y844,189
10-T886XXA,189
10-H5500,189
10-Z8544,189
10-F70,188
9-38830,188
9-V6549,188
9-34591,188
10-T82897A,187
9-5799,187
10-I82413,187
9-99642,187
10-K611,187
10-Z906,187
10-I614,187
9-56200,187
9-E030,187
10-F1421,186
9-45184,186
10-G9741,186
10-G7281,186
10-K2100,186
10-T402X1A,186
9-99601,186
10-F333,186
10-B351,186
9-481,186
9-20210,186
10-R17,186
9-45384,186
10-T8453XA,185
9-71589,185
10-G901,185
10-A6920,185
9-1509,185
9-4619,185
10-O4292,185
10-R072,185
10-Z89432,185
10-K9413,185
9-V1259,185
9-3330,185
10-L821,185
9-58281,184
9-8604,184
9-70583,184
9-82022,184
10-F341,184
9-56984,184
10-K602,184
10-O9942,184
10-K7681,184
9-4941,184
9-92401,184
10-E02,184
9-E8708,184
9-57490,183
9-8220,183
9-37515,183
9-56731,183
10-L500,183
10-I70222,183
9-7226,183
10-K2211,183
9-45386,183
9-5128,183
9-3829,183
10-C539,183
10-T8183XA,183
10-K5010,183
9-E8122,183
10-C240,183
10-F5000,182
9-57491,182
10-K50012,182
10-K82A1,182
10-R220,182
9-29623,182
9-3489,182
10-R4020,182
9-5941,182
10-L03012,182
9-E9348,182
10-K6812,182
9-30522,182
10-N760,181
10-I70201,181
10-C252,181
10-H5347,181
9-5710,181
10-C774,181
9-27906,181
10-R062,181
9-20283,181
10-Z1623,181
10-I97638,181
9-65921,181
10-D125,181
10-J988,181
9-0388,181
10-Z8579,181
9-78492,181
10-R402352,181
10-T17590A,180
10-T450X5A,180
10-R0603,180
9-V550,180
10-Z8051,180
10-R4789,180
10-I2542,180
9-56942,180
10-I998,180
9-V1649,180
9-33385,180
9-80705,179
9-V8544,179
10-R52,179
10-Q612,179
9-V8521,179
10-M5030,179
10-O99892,179
9-7248,179
10-K9419,179
9-27950,178
10-J208,178
10-R6883,178
10-N181,178
10-I50810,178
10-I67848,178
9-E9319,178
10-O1404,178
9-42511,178
9-5379,178
9-03843,178
10-J384,178
10-I5189,178
9-73018,178
10-H9319,178
10-K3533,178
9-V5489,178
10-A4150,178
10-D1803,178
9-37854,178
10-Z8774,178
9-7517,178
10-Z87311,177
9-37941,177
9-1622,177
10-Z9010,177
9-42652,177
10-I050,177
10-M4624,177
9-V1241,177
10-G971,177
10-F458,177
10-I1310,177
10-T8454XA,177
9-20502,176
10-L97919,176
10-T8781,176
10-K7110,176
9-53490,176
9-65571,176
10-M9701XA,176
9-V4575,176
9-44421,176
10-O26892,176
10-M96840,175
10-K5641,175
9-1969,175
10-S0232XA,175
10-T826XXA,175
10-I2692,175
10-G2401,175
9-V8812,174
9-4785,174
9-2180,174
10-H539,174
9-29534,174
9-3482,174
10-K91870,174
9-72633,174
10-J392,174
10-K562,174
9-V145,174
10-Z85831,174
10-R9389,174
10-O42013,174
10-O1415,173
10-O133,173
10-D75A,173
9-99881,173
9-6149,173
9-8404,173
9-42612,173
10-K436,173
9-64663,173
9-7092,172
10-J704,172
9-65261,172
10-I7102,172
10-C155,172
9-64813,172
10-I70212,172
10-S82141A,172
10-I9788,172
10-A6009,172
10-R402253,172
10-D619,172
10-Z8661,172
10-K565,172
10-O403XX0,172
9-3594,172
10-L89156,171
10-T466X5A,171
10-C8599,171
10-Q7960,171
10-R0982,171
9-65681,171
9-41412,171
10-O3663X0,171
9-92411,171
9-25090,171
9-8820,171
9-E9361,171
10-I309,171
10-I97618,171
10-S0240DA,171
9-85301,170
9-99604,170
10-K811,170
9-81344,170
9-47831,170
10-K56699,170
10-Y92122,170
9-V6142,170
10-X838XXA,170
10-L97329,170
10-I69954,169
9-6869,169
9-23879,169
10-E1310,169
10-O34219,169
10-Y92013,169
10-J13,169
9-8242,168
9-30392,168
9-1982,168
9-7845,168
9-E9424,168
9-43320,168
10-M25531,168
10-K668,167
10-N99820,167
9-29041,167
10-T83518A,167
10-T68XXXA,167
10-J150,167
10-Z28310,167
10-J9503,167
9-78905,167
10-Z8052,167
9-80501,167
9-1912,166
10-O2662,166
10-L739,166
10-D682,166
10-S025XXA,166
10-H02402,166
9-7931,166
10-W182XXA,166
9-03819,166
10-D5700,166
10-O99334,166
9-99639,166
10-K740,166
9-1536,166
9-28262,166
10-B369,166
9-87344,166
9-V8522,166
10-Y040XXA,165
10-T473X6A,165
9-29189,165
9-88102,165
10-G8324,165
10-K55059,165
9-80708,165
10-K700,165
10-M25532,165
10-T426X6A,165
10-T45516A,165
10-Z91120,164
10-T85898A,164
9-73399,164
10-T8613,164
9-64683,164
10-L02414,164
10-C23,164
10-S271XXA,164
10-M5431,164
10-Q796,164
9-V4984,164
9-1103,164
10-Z1639,163
10-H9192,163
9-1713,163
9-56489,163
9-7871,163
9-99989,163
10-I745,163
10-M4646,163
10-R402412,163
10-S51812A,163
10-N2589,163
10-L120,163
10-M79601,162
10-R6881,162
9-5259,162
10-N9989,162
10-I824Z1,162
10-H81399,162
9-99593,162
9-5690,162
10-K5520,162
10-I209,162
10-K2920,162
10-C8333,162
10-M7918,162
